Symbol,Security Name,Sector,Industry,Country,Market Cap
CVNA,Carvana Co. Class A Common Stock,Consumer Discretionary,Retail-Auto Dealers and Gas Stations,United States,79258625141.0
CVS,CVS Health Corporation Common Stock,Consumer Staples,Retail-Drug Stores and Proprietary Stores,United States,96767540449.0
CVSA,Covista Inc. Common Shares,Real Estate,Other Consumer Services,United States,3905329548.0
CVX,Chevron Corporation Common Stock,Energy,Integrated oil Companies,United States,373105278249.0
CW,Curtiss-Wright Corporation Common Stock,Technology,Industrial Machinery/Components,United States,26735370137.0
CWAN,Clearwater Analytics Holdings Inc. Class A Common Stock,Technology,Computer Software: Prepackaged Software,United States,7116303740.0
CWEN,Clearway Energy Inc. Class C Common Stock,Utilities,Electric Utilities: Central,United States,8278531152.0
CWH,Camping World Holdings Inc. Class A Common Stock,Consumer Discretionary,Retail-Auto Dealers and Gas Stations,United States,739444851.0
CWK,Cushman & Wakefield Ltd. Common Shares,Finance,Real Estate,United States,3287051563.0
CWT,California Water Service Group Common Stock,Utilities,Water Supply,United States,2666360737.0
CX,Cemex S.A.B. de C.V. Sponsored ADR,Industrials,Building Materials,Mexico,16995453355.0
CXE,MFS High Income Municipal Trust Common Stock,Finance,Investment Managers,United States,118221649.0
CXH,MFS Investment Grade Municipal Trust Common Stock,Finance,Investment Managers,United States,76070546.0
CXM,Sprinklr Inc. Class A Common Stock,Technology,Computer Software: Prepackaged Software,United States,1386746790.0
CXT,Crane NXT Co. Common Stock,Industrials,Metal Fabrications,United States,2642112265.0
CXW,CoreCivic Inc. Common Stock,Real Estate,Real Estate Investment Trusts,United States,1991579789.0
CYD,China Yuchai International Limited Common Stock,Industrials,Industrial Machinery/Components,Singapore,1604283449.0
CYH,Community Health Systems Inc. Common Stock,Health Care,Hospital/Nursing Management,United States,448737486.0
D,Dominion Energy Inc. Common Stock,Utilities,Electric Utilities: Central,United States,54847398341.0
DAC,Danaos Corporation Common Stock,Consumer Discretionary,Marine Transportation,Greece,2145461564.0
DAL,Delta Air Lines Inc. Common Stock,Consumer Discretionary,Air Freight/Delivery Services,United States,46929089420.0
DAN,Dana Incorporated Common Stock ,Consumer Discretionary,Auto Parts:O.E.M.,United States,3914453959.0
DAO,Youdao Inc. American Depositary Shares each representing one Class A Ordinary Share,Real Estate,Other Consumer Services,China,1171778640.0
DAR,Darling Ingredients Inc. Common Stock,Consumer Staples,Packaged Foods,United States,9385658779.0
DAVA,Endava plc American Depositary Shares (each representing one Class A Ordinary Share),Technology,EDP Services,United Kingdom,260500856.0
DB,Deutsche Bank AG Common Stock,Finance,Major Banks,Germany,63232478563.0
DBD,Diebold Nixdorf Incorporated Common stock,Miscellaneous,Office Equipment/Supplies/Services,United States,2941199045.0
DBI,Designer Brands Inc. Class A Common Stock,Consumer Discretionary,Clothing/Shoe/Accessory Stores,United States,361028286.0
DBL,DoubleLine Opportunistic Credit Fund Common Shares of Beneficial Interest,,,United States,0.0
DBRG,DigitalBridge Group Inc.,Real Estate,Real Estate Investment Trusts,United States,2852285564.0
DCBG,Dime Community Bancshares Inc. 9.000% Fixed-to-Floating Rate Subordinated Notes due 2034,Finance,Major Banks,United States,1025694289.0
DCH,Dauch Corporation Common Stock,Consumer Discretionary,Auto Parts:O.E.M.,United States,1381418051.0
DCI,Donaldson Company Inc. Common Stock,Industrials,Pollution Control Equipment,United States,10222344158.0
DCO,Ducommun Incorporated Common Stock,Industrials,Military/Government/Technical,United States,2097123494.0
DCOM,Dime Community Bancshares Inc. Common Stock,Finance,Major Banks,United States,1581242665.0
DD,DuPont de Nemours Inc. Common Stock,Industrials,Major Chemicals,United States,19074617819.0
DDD,3D Systems Corporation Common Stock,Technology,Computer Software: Prepackaged Software,United States,297230022.0
DDL,Dingdong (Cayman) Limited American Depositary Shares (each two representing three Ordinary Shares),Consumer Discretionary,Catalog/Specialty Distribution,Cayman Islands,636633611.0
DDS,Dillard's Inc. Common Stock,Consumer Discretionary,Department/Specialty Retail Stores,United States,9515169019.0
DDT,Dillard's Capital Trust I,Consumer Discretionary,Department/Specialty Retail Stores,United States,411822162.0
DE,Deere & Company Common Stock,Industrials,Industrial Machinery/Components,United States,154679366003.0
DEA,Easterly Government Properties Inc. Common Stock,Real Estate,Real Estate Investment Trusts,United States,1078105745.0
DEC,Diversified Energy Company Common Stock,,,United States,1218889901.0
DECK,Deckers Outdoor Corporation Common Stock,Consumer Discretionary,Shoe Manufacturing,United States,15546360824.0
DEI,Douglas Emmett Inc. Common Stock,Real Estate,Real Estate Investment Trusts,United States,1718162326.0
DELL,Dell Technologies Inc. Class C Common Stock ,Technology,Computer Manufacturing,United States,119314941291.0
DEO,Diageo plc Common Stock,Consumer Staples,Beverages (Production/Distribution),United Kingdom,44873345550.0
DFH,Dream Finders Homes Inc. Class A Common Stock,Consumer Discretionary,Homebuilding,United States,1257788766.0
DFIN,Donnelley Financial Solutions Inc. Common Stock ,Consumer Discretionary,Other Consumer Services,United States,1439914399.0
DFP,Flaherty & Crumrine Dynamic Preferred and Income Fund Inc. Common Stock,Finance,Investment Managers,,0.0
DG,Dollar General Corporation Common Stock,Consumer Discretionary,Department/Specialty Retail Stores,United States,27528290000.0
DGX,Quest Diagnostics Incorporated Common Stock,Health Care,Medical Specialities,United States,21389795085.0
DHF,BNY Mellon High Yield Strategies Fund Common Stock,Finance,Finance Companies,United States,0.0
DHI,D.R. Horton Inc. Common Stock,Consumer Discretionary,Homebuilding,United States,42024374479.0
DHR,Danaher Corporation Common Stock,Industrials,Industrial Machinery/Components,United States,138001386705.0
DHT,DHT Holdings Inc.,Consumer Discretionary,Marine Transportation,Jersey,2829002333.0
DHX,DHI Group Inc. Common Stock,Real Estate,Real Estate,United States,130817575.0
DIN,Dine Brands Global Inc. Common Stock,Consumer Discretionary,Restaurants,United States,359360104.0
DINO,HF Sinclair Corporation Common Stock,Energy,Natural Gas Distribution,United States,10766831980.0
DIS,Walt Disney Company (The) Common Stock,Consumer Discretionary,Services-Misc. Amusement & Recreation,United States,183591459758.0
DK,Delek US Holdings Inc. Common Stock,Energy,Integrated oil Companies,United States,2516140271.0
DKL,Delek Logistics Partners L.P. Common Units representing Limited Partner Interests,Energy,Natural Gas Distribution,United States,2649931225.0
DKS,Dick's Sporting Goods Inc Common Stock,Consumer Discretionary,Other Specialty Stores,United States,19873480427.0
DLB,Dolby Laboratories Common Stock,Miscellaneous,Multi-Sector Companies,United States,6070599718.0
DLNG,Dynagas LNG Partners LP Common Units,Consumer Discretionary,Marine Transportation,Greece,146255684.0
DLR,Digital Realty Trust Inc. Common Stock,Real Estate,Real Estate Investment Trusts,United States,67767837866.0
DLX,Deluxe Corporation Common Stock,Consumer Discretionary,Publishing,United States,1326619346.0
DLY,DoubleLine Yield Opportunities Fund Common Shares of Beneficial Interest,Finance,Investment Managers,United States,682268435.0
DMA,Destra Multi-Alternative Fund Common Stock,Finance,Trusts Except Educational Religious and Charitable,,0.0
DMB,BNY Mellon Municipal Bond Infrastructure Fund Inc. Common Stock,Finance,Trusts Except Educational Religious and Charitable,,0.0
DMO,Western Asset Mortgage Opportunity Fund Inc. Common Stock,Finance,Trusts Except Educational Religious and Charitable,United States,0.0
DNA,Ginkgo Bioworks Holdings Inc. Class A Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),United States,489202381.0
DNOW,DNOW Inc. Common Stock,Consumer Discretionary,Oil and Gas Field Machinery,United States,2232905349.0
DNP,DNP Select Income Fund Inc. Common Stock,Finance,Investment Managers,United States,0.0
DOC,Healthpeak Properties Inc. Common Stock,Real Estate,Real Estate Investment Trusts,United States,12087037034.0
DOCN,DigitalOcean Holdings Inc. Common Stock,Technology,Computer Software: Programming Data Processing,United States,7250672149.0
DOCS,Doximity Inc. Class A Common Stock,Technology,EDP Services,United States,4577087979.0
DOLE,Dole plc Ordinary Shares,Consumer Staples,Farming/Seeds/Milling,Ireland,1427469675.0
DOUG,Douglas Elliman Inc. Common Stock,Finance,Real Estate,United States,156550673.0
DOV,Dover Corporation Common Stock,Industrials,Industrial Machinery/Components,United States,29293964514.0
DOW,Dow Inc. Common Stock ,Industrials,Major Chemicals,United States,28540176295.0
DPG,Duff & Phelps Utility and Infrastructure Fund Inc.,Finance,Trusts Except Educational Religious and Charitable,United States,0.0
DQ,DAQO New Energy Corp. American Depositary Shares each representing five ordinary shares,Technology,Semiconductors,China,1428978597.0
DRD,DRDGOLD Limited American Depositary Shares,Basic Materials,Precious Metals,South Africa,2703136602.0
DRI,Darden Restaurants Inc. Common Stock,Consumer Discretionary,Restaurants,United States,22748942296.0
DSL,DoubleLine Income Solutions Fund Common Shares of Beneficial Interests,Finance,Trusts Except Educational Religious and Charitable,United States,1126554965.0
DSM,BNY Mellon Strategic Municipal Bond Fund Inc. Common Stock,Finance,Investment Managers,United States,0.0
DSU,Blackrock Debt Strategies Fund Inc. Common Stock,Finance,Finance Companies,United States,0.0
DSX,Diana Shipping inc. common stock,Consumer Discretionary,Marine Transportation,Greece,313173284.0
DT,Dynatrace Inc. Common Stock,Technology,Computer Software: Prepackaged Software,United States,10740022615.0
DTB,DTE Energy Company 2020 Series G 4.375% Junior Subordinated Debentures due 2080,Utilities,Electric Utilities: Central,United States,3544799114.0
DTE,DTE Energy Company Common Stock,Utilities,Electric Utilities: Central,United States,30556209966.0
DTF,DTF Tax-Free Income 2028 Term Fund Inc. Common Stock,Finance,Investment Managers,United States,80066768.0
DTG,DTE Energy Company 2021 Series E 4.375% Junior Subordinated Debentures,Utilities,Electric Utilities: Central,United States,3571842769.0
DTK,DTE Energy Company 2025 Series H 6.25% Junior Subordinated Debentures due 2085,Utilities,Electric Utilities: Central,United States,0.0
DTM,DT Midstream Inc. Common Stock ,Utilities,Natural Gas Distribution,United States,13553340682.0
DTW,DTE Energy Company 2017 Series E 5.25% Junior Subordinated Debentures due 2077,Utilities,Electric Utilities: Central,United States,4478845359.0
DUK,Duke Energy Corporation (Holding Company) Common Stock,Utilities,Power Generation,United States,99941427755.0
DUKB,Duke Energy Corporation 5.625% Junior Subordinated Debentures due 2078,Utilities,Power Generation,United States,18737072410.0
DV,DoubleVerify Holdings Inc. Common Stock,Technology,Computer Software: Programming Data Processing,United States,1683284099.0
DVA,DaVita Inc. Common Stock,Health Care,Misc Health and Biotechnology Services,United States,9797556000.0
DVN,Devon Energy Corporation Common Stock,Energy,Oil & Gas Production,United States,28548967336.0
DX,Dynex Capital Inc. Common Stock,Real Estate,Real Estate Investment Trusts,United States,2755500024.0
DXC,DXC Technology Company Common Stock ,Technology,EDP Services,United States,2174625126.0
DXYZ,Destiny Tech100 Inc. Common Stock,,,,0.0
DY,Dycom Industries Inc. Common Stock,Industrials,Water Sewer Pipeline Comm & Power Line Construction,United States,11929435319.0
E,ENI S.p.A. Common Stock,Energy,Oil & Gas Production,Italy,86536040635.0
EAF,GrafTech International Ltd. Common Stock,Energy,Industrial Machinery/Components,United States,202189355.0
EAI,Entergy Arkansas LLC First Mortgage Bonds 4.875% Series Due September 1 2066,Utilities,Electric Utilities: Central,United States,9399539118.0
EARN,Ellington Credit Company Common Shares of Beneficial Interest,Real Estate,Real Estate Investment Trusts,United States,176716012.0
EAT,Brinker International Inc. Common Stock,Consumer Discretionary,Restaurants,United States,6765978958.0
EBF,Ennis Inc. Common Stock,Consumer Discretionary,Office Equipment/Supplies/Services,United States,542279047.0
EBS,Emergent BioSolutions Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,United States,445691992.0
EC,Ecopetrol S.A. American Depositary Shares,Energy,Oil & Gas Production,Colombia,27558464623.0
ECAT,BlackRock ESG Capital Allocation Term Trust Common Shares of Beneficial Interest,Finance,Trusts Except Educational Religious and Charitable,United States,1576067625.0
ECC           ,Eagle Point Credit Company Inc. Common Stock,Finance,Trusts Except Educational Religious and Charitable,United States,245379910.0
ECCC,Eagle Point Credit Company Inc. 6.50% Series C Term Preferred Stock due 2031,Finance,Trusts Except Educational Religious and Charitable,United States,1477132459.0
ECCU,Eagle Point Credit Company Inc. 7.75% Notes due 2030,,,United States,0.0
ECCV,Eagle Point Credit Company Inc. 5.375% Notes due 2029,Finance,Trusts Except Educational Religious and Charitable,United States,1438308444.0
ECCW,Eagle Point Credit Company Inc. 6.75% Notes due 2031,Finance,Trusts Except Educational Religious and Charitable,United States,1523235978.0
ECCX,Eagle Point Credit Company Inc. 6.6875% Notes due 2028,Finance,Trusts Except Educational Religious and Charitable,United States,1522629352.0
ECG,Everus Construction Group Inc. Common Stock,Consumer Discretionary,Homebuilding,United States,6519493293.0
ECL,Ecolab Inc. Common Stock,Consumer Discretionary,Package Goods/Cosmetics,United States,76858804224.0
ECO,Okeanis Eco Tankers Corp. Common Stock,Consumer Discretionary,Marine Transportation,,1938762344.0
ECVT,Ecovyst Inc. Common Stock,Industrials,Major Chemicals,United States,1555946399.0
ED,Consolidated Edison Inc. Common Stock,Utilities,Power Generation,United States,40763968764.0
EDD,Morgan Stanley Emerging Markets Domestic Debt Fund Inc. Common Stock,Finance,Finance Companies,United States,0.0
EDF,Virtus Stone Harbor Emerging Markets Income Fund Common Shares of Beneficial Interest,Finance,Investment Managers,United States,0.0
EDN,Empresa Distribuidora Y Comercializadora Norte S.A. (Edenor) American Depositary Shares,Utilities,Electric Utilities: Central,Argentina,1256573382.0
EDU,New Oriental Education & Technology Group Inc. Sponsored ADR representing 10 Ordinary Share (Cayman Islands),Real Estate,Other Consumer Services,China,22539016447.0
EE,Excelerate Energy Inc. Class A Common Stock,Utilities,Oil/Gas Transmission,United States,3895384635.0
EEA,The European Equity Fund Inc. Common Stock,Finance,Trusts Except Educational Religious and Charitable,United States,0.0
EEX,Emerald Holding Inc. Common Stock,Real Estate,Real Estate,United States,898507918.0
EFC,Ellington Financial Inc. Common Stock ,Finance,Real Estate,United States,1600717824.0
EFR,Eaton Vance Senior Floating-Rate Fund Common Shares of Beneficial Interest,Finance,Trusts Except Educational Religious and Charitable,United States,0.0
EFT,Eaton Vance Floating Rate Income Trust Common Shares of Beneficial Interest,Finance,Finance Companies,United States,313702308.0
EFX,Equifax Inc. Common Stock,Finance,Finance: Consumer Services,United States,22938668620.0
EFXT,Enerflex Ltd Common Shares,Industrials,Industrial Machinery/Components,Canada,2925678732.0
EG,Everest Group Ltd. Common Stock,Finance,Property-Casualty Insurers,Bermuda,17282700358.0
EGP,EastGroup Properties Inc. Common Stock,Real Estate,Real Estate Investment Trusts,United States,10646209636.0
EGY,VAALCO Energy Inc.  Common Stock,Energy,Oil & Gas Production,United States,588537838.0
EHAB,Enhabit Inc. Common Stock,Health Care,Medical/Nursing Services,United States,695669305.0
EHC,Encompass Health Corporation Common Stock,Health Care,Hospital/Nursing Management,United States,10567440940.0
EHI,Western Asset Global High Income Fund Inc Common Stock,Finance,Investment Managers,United States,0.0
EIC,Eagle Point Income Company Inc. Common Stock,Finance,Finance/Investors Services,United States,86943134.0
EICA,Eagle Point Income Company Inc. 5.00% Series A Term Preferred Stock due 2026,Finance,Finance/Investors Services,United States,222406951.0
EIG,Employers Holdings Inc Common Stock,Finance,Property-Casualty Insurers,United States,817269774.0
EIIA,Eagle Point Institutional Income Fund 8.125% Series A Term Preferred Shares Due 2029,,,,0.0
EIX,Edison International Common Stock,Utilities,Electric Utilities: Central,United States,27667039758.0
EL,Estee Lauder Companies Inc. (The) Common Stock,Consumer Discretionary,Package Goods/Cosmetics,United States,27368268073.0
ELAN,Elanco Animal Health Incorporated Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,United States,11615565751.0
ELC,Entergy Louisiana Inc. Collateral Trust Mortgage Bonds 4.875 % Series due September 1 2066,Utilities,Electric Utilities: Central,United States,4396958322.0
ELF,e.l.f. Beauty Inc. Common Stock,Consumer Discretionary,Package Goods/Cosmetics,United States,4121551021.0
ELLA,Ellington Credit Company 8.50% Notes due 2031,Real Estate,Real Estate Investment Trusts,United States,0.0
ELME,Elme Communities Common Stock,Real Estate,Real Estate Investment Trusts,United States,191488738.0
ELPC,Companhia Paranaense de Energia (COPEL) American Depositary Shares (each representing four (4) Common Shares),Utilities,Electric Utilities: Central,Brazil,4368461732.0
ELS,Equity Lifestyle Properties Inc. Common Stock,Real Estate,Real Estate Investment Trusts,United States,12577172617.0
ELV,Elevance Health Inc. Common Stock,Health Care,Medical Specialities,United States,68554116571.0
EMA,Emera Incorporated Common Shares,Utilities,Electric Utilities: Central,Canada,15931740000.0
EMBJ,Embraer S.A. Common Stock,Industrials,Aerospace,Brazil,12061159961.0
EMD,Western Asset Emerging Markets Debt Fund Inc Common Stock,Finance,Finance/Investors Services,United States,0.0
EME,EMCOR Group Inc. Common Stock,Industrials,Engineering & Construction,United States,35645869792.0
EMF,Templeton Emerging Markets Fund Common Stock,Finance,Finance/Investors Services,United States,0.0
EMN,Eastman Chemical Company Common Stock,Industrials,Major Chemicals,United States,8413535934.0
EMO,ClearBridge Energy Midstream Opportunity Fund Inc. Common Stock,Finance,Investment Managers,United States,0.0
EMP,Entergy Mississippi LLC First Mortgage Bonds 4.90% Series Due October 1 2066,Utilities,Electric Utilities: Central,United States,9485607187.0
EMR,Emerson Electric Company Common Stock,Technology,Consumer Electronics/Appliances,United States,79258860000.0
ENB,Enbridge Inc Common Stock,Energy,Natural Gas Distribution,Canada,115751145675.0
ENIC,Enel Chile S.A. American Depositary Shares (Each representing 50 shares of Common Stock),Utilities,Electric Utilities: Central,Chile,6218073492.0
ENJ,Entergy New Orleans LLC First Mortgage Bonds 5.0% Series due December 1 2052,Utilities,Power Generation,United States,9308941150.0
ENO,Entergy New Orleans LLC First Mortgage Bonds 5.50% Series due April 1 2066,Utilities,Power Generation,United States,4781257717.0
ENOV,Enovis Corporation Common Stock,Health Care,Industrial Specialties,United States,1468615121.0
ENR,Energizer Holdings Inc. Common Stock,Miscellaneous,Industrial Machinery/Components,United States,1344041778.0
ENS,EnerSys Common Stock,Technology,Industrial Machinery/Components,United States,7116737347.0
ENVA,Enova International Inc. Common Stock,Finance,Finance: Consumer Services,United States,3948103077.0
EOD,Allspring Global Dividend Opportunity Fund Common Shares of Beneficial Interest,Finance,Investment Managers,United States,0.0
EOG,EOG Resources Inc. Common Stock,Energy,Oil & Gas Production,United States,71906455134.0
EOI,Eaton Vance Enhance Equity Income Fund Eaton Vance Enhanced Equity Income Fund Shares of Beneficial Interest,Finance,Finance/Investors Services,United States,0.0
EOS,Eaton Vance Enhance Equity Income Fund II Common Stock,Finance,Trusts Except Educational Religious and Charitable,,0.0
EOT,Eaton Vance Municipal Income Trust EATON VANCE NATIONAL MUNICIPAL OPPORTUNITIES TRUST,Finance,Investment Bankers/Brokers/Service,United States,266248654.0
EPAC,Enerpac Tool Group Corp. Common Stock,Technology,Industrial Machinery/Components,United States,1825659046.0
EPAM,EPAM Systems Inc. Common Stock,Technology,EDP Services,United States,6716280816.0
EPC,Edgewell Personal Care Company Common Stock,Consumer Discretionary,Package Goods/Cosmetics,United States,1041313125.0
EPD,Enterprise Products Partners L.P. Common Stock,Utilities,Natural Gas Distribution,United States,80765324701.0
EPR,EPR Properties Common Stock,Real Estate,Real Estate Investment Trusts,United States,4332396603.0
EPRT,Essential Properties Realty Trust Inc. Common Stock,Real Estate,Real Estate Investment Trusts,United States,6913462295.0
EQBK,Equity Bancshares Inc. Class A Common Stock,Finance,Major Banks,United States,944226412.0
EQH,Equitable Holdings Inc. Common Stock,Finance,Specialty Insurers,United States,11900765850.0
EQNR,Equinor ASA,Energy,Integrated oil Companies,Norway,94685263906.0
EQR,Equity Residential Common Shares of Beneficial Interest,Real Estate,Real Estate Investment Trusts,United States,23094949679.0
EQS,Equus Total Return Inc. Common Stock,Finance,Finance/Investors Services,United States,20948647.0
EQT,EQT Corporation Common Stock,Energy,Oil & Gas Production,United States,36048642766.0
ERO,Ero Copper Corp. Common Shares,Basic Materials,Metal Mining,Canada,3124122921.0
ES,Eversource Energy (D/B/A) Common Stock,Utilities,Electric Utilities: Central,United States,26062995449.0
ESAB,ESAB Corporation Common Stock,Industrials,Industrial Machinery/Components,United States,6183431782.0
ESE,ESCO Technologies Inc. Common Stock,Telecommunications,Telecommunications Equipment,United States,7733769321.0
ESI,Element Solutions Inc. Common Stock,Industrials,Major Chemicals,United States,9313220659.0
ESNT,Essent Group Ltd. Common Shares,Finance,Property-Casualty Insurers,Bermuda,5774070799.0
ESRT,Empire State Realty Trust Inc. Class A Common Stock,Real Estate,Real Estate Investment Trusts,United States,946100414.0
ESS,Essex Property Trust Inc. Common Stock,Real Estate,Real Estate Investment Trusts,United States,16267902032.0
ESTC,Elastic N.V. Ordinary Shares,Technology,Computer Software: Prepackaged Software,United States,4947348182.0
ET,Energy Transfer LP Common Units ,Utilities,Natural Gas Distribution,United States,65142356478.0
ETB,Eaton Vance Tax-Managed Buy-Write Income Fund Eaton Vance Tax-Managed Buy-Write Income Fund Common Shares of Beneficial Interest,Finance,Investment Bankers/Brokers/Service,United States,446151536.0
ETD,Ethan Allen Interiors Inc. Common Stock,Consumer Discretionary,Home Furnishings,United States,567580591.0
ETG,Eaton Vance Tax-Advantaged Global Dividend Income Fund Common Shares of Beneficial Interest,Finance,Investment Managers,United States,0.0
ETJ,Eaton Vance Risk-Managed Diversified Equity Income Fund Common Shares of Beneficial Interest,Finance,Finance Companies,United States,0.0
ETN,Eaton Corporation PLC Ordinary Shares,Technology,Industrial Machinery/Components,Ireland,152029727567.0
ETO,Eaton Vance Tax-Advantage Global Dividend Opp Common Stock,Finance,Investment Managers,United States,478041985.0
ETR,Entergy Corporation Common Stock,Utilities,Electric Utilities: Central,United States,52733824535.0
ETSY,Etsy Inc. Common Stock,Real Estate,Real Estate,United States,5716601256.0
ETV,Eaton Vance Corporation Eaton Vance Tax-Managed Buy-Write Opportunities Fund Common Shares of Beneficial Interest,Finance,Investment Bankers/Brokers/Service,United States,1574556909.0
ETW,Eaton Vance Corporation Eaton Vance Tax-Managed Global Buy-Write Opportunites Fund Common Shares of Beneficial Interest,Finance,Investment Managers,United States,1024739299.0
ETX           ,Eaton Vance Municipal Income 2028 Term Trust Common Shares of Beneficial Interest,Finance,Investment Managers,,203820801.0
ETY,Eaton Vance Tax-Managed Diversified Equity Income Fund Common Shares of Beneficial Interest,Finance,Finance Companies,United States,0.0
EVAC,EQV Ventures Acquisition Corp. II Class A Ordinary Shares,Industrials,Fluid Controls,,0.0
EVC,Entravision Communications Corporation Common Stock,Industrials,Broadcasting,United States,322791604.0
EVEX,Eve Holding Inc. Common Stock,Industrials,Aerospace,United States,942163900.0
EVF,Eaton Vance Senior Income Trust Common Stock,Finance,Investment Bankers/Brokers/Service,United States,88038052.0
EVG,Eaton Vance Short Diversified Income Fund Eaton Vance Short Duration Diversified Income Fund Common Shares of Beneficial Interest,Finance,Investment Managers,United States,0.0
EVH,Evolent Health Inc Class A Common Stock,Consumer Discretionary,Other Consumer Services,United States,333240439.0
EVMN,Evommune Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,United States,993030118.0
EVN,Eaton Vance Municipal Income Trust Common Stock,Finance,Investment Managers,United States,420868599.0
EVR,Evercore Inc. Class A Common Stock,Finance,Investment Managers,United States,14200335353.0
EVT,Eaton Vance Tax Advantaged Dividend Income Fund Common Shares of Beneficial Interest,Finance,Finance Companies,United States,0.0
EVTC,Evertec Inc. Common Stock,Technology,EDP Services,Puerto Rico,1880652899.0
EVTL,Vertical Aerospace Ltd. Ordinary Shares,Industrials,Aerospace,,325085836.0
EW,Edwards Lifesciences Corporation Common Stock,Health Care,Industrial Specialties,United States,44658919540.0
EXG,Eaton Vance Tax-Managed Global Diversified Equity Income Fund Common Shares of Beneficial Interest,Finance,Finance Companies,United States,0.0
EXK,Endeavour Silver Corporation Ordinary Shares (Canada),Basic Materials,Precious Metals,Canada,2930473301.0
EXP,Eagle Materials Inc Common Stock,Industrials,Building Materials,United States,6199517738.0
EXPD,Expeditors International of Washington Inc. Common Stock,Industrials,Integrated Freight & Logistics,United States,19367790779.0
EXR,Extra Space Storage Inc Common Stock,Real Estate,Real Estate Investment Trusts,United States,30066050475.0
F,Ford Motor Company Common Stock,Industrials,Auto Manufacturing,United States,50860523069.0
FAF,First American Corporation (New) Common Stock,Finance,Specialty Insurers,United States,6542303070.0
FBIN,Fortune Brands Innovations Inc. Common Stock,Basic Materials,Forest Products,United States,4694307342.0
FBK,FB Financial Corporation Common Stock,Finance,Major Banks,United States,2811736507.0
FBP,First BanCorp. New Common Stock,Finance,Major Banks,Puerto Rico,3543325886.0
FBRT,Franklin BSP Realty Trust Inc. Common Stock,Real Estate,Real Estate Investment Trusts,United States,715332781.0
FC,Franklin Covey Company Common Stock,Consumer Discretionary,Other Consumer Services,United States,261069803.0
FCF,First Commonwealth Financial Corporation Common Stock,Finance,Major Banks,United States,1906144623.0
FCN,FTI Consulting Inc. Common Stock,Consumer Discretionary,Professional Services,United States,5516668400.0
FCPT,Four Corners Property Trust Inc. Common Stock,Real Estate,Real Estate Investment Trusts,United States,2756795455.0
FCRS,FutureCrest Acquisition Corp. Class A Ordinary Shares,Finance,Blank Checks,,0.0
FCRX,Crescent Capital BDC Inc. 5.00% Notes due 2026,Finance,Finance: Consumer Services,United States,928762368.0
FCT,First Trust Senior Floating Rate Income Fund II Common Shares of Beneficial Interest,Finance,Finance Companies,United States,0.0
FCX,Freeport-McMoRan Inc. Common Stock,Basic Materials,Metal Mining,United States,99273263733.0
FDP,Fresh Del Monte Produce Inc. Common Stock,Consumer Staples,Farming/Seeds/Milling,Cayman Islands,1953054502.0
FDS,FactSet Research Systems Inc. Common Stock,Technology,Computer Software: Programming Data Processing,United States,8450382063.0
FDX,FedEx Corporation Common Stock,Consumer Discretionary,Air Freight/Delivery Services,United States,88938282231.0
FE,FirstEnergy Corp. Common Stock,Utilities,Electric Utilities: Central,United States,29237473359.0
FEDU,Four Seasons Education (Cayman) Inc. American Depositary Shares each ADS representing 10 ordinary shares,Real Estate,Other Consumer Services,,22939589.0
FENG,Phoenix New Media Limited American Depositary Shares each representing 48 Class A ordinary shares.,Industrials,Broadcasting,China,21499289.0
FERG,Ferguson Enterprises Inc. Common Stock,Miscellaneous,Miscellaneous,United Kingdom,50633692376.0
FET,Forum Energy Technologies Inc. Common Stock,Consumer Discretionary,Oil and Gas Field Machinery,United States,668617336.0
FF,FutureFuel Corp.  Common shares,Industrials,Major Chemicals,United States,176989251.0
FFA,First Trust Enhanced Equity Income Fund Common Shares of Beneficial Interest,Finance,Investment Managers,United States,0.0
FFC,Flaherty & Crumrine Preferred and Income Securities Fund Incorporated,Finance,Trusts Except Educational Religious and Charitable,United States,0.0
FG,F&G Annuities & Life Inc. Common Stock,Finance,Life Insurance,United States,3626892606.0
FGN,F&G Annuities & Life Inc. 7.950% Senior Notes due 2053,Finance,Life Insurance,United States,3158768627.0
FGSN,F&G Annuities & Life Inc. 7.300% Junior Subordinated Notes due 2065,Finance,Life Insurance,United States,0.0
FHI,Federated Hermes Inc. Common Stock,Finance,Investment Managers,United States,4358909915.0
FHN,First Horizon Corporation Common Stock,Finance,Major Banks,United States,11537055450.0
FICO,Fair Isaac Corporation Common Stock,Real Estate,Real Estate,United States,25013922807.0
FIG,Figma Inc. Class A Common Stock,Technology,Computer Software: Prepackaged Software,United States,10624748539.0
FIGS,FIGS Inc. Class A Common Stock,Consumer Discretionary,Apparel,United States,2590491790.0
FIHL,Fidelis Insurance Holdings Limited Common Shares,Finance,Property-Casualty Insurers,Bermuda,1752952539.0
FINS,Angel Oak Financial Strategies Income Term Trust Common Shares of Beneficial Interest,Finance,Finance/Investors Services,,321303019.0
FINV,FinVolution Group American Depositary Shares,Finance,Finance: Consumer Services,United States,1230324295.0
FIS,Fidelity National Information Services Inc. Common Stock,Real Estate,Real Estate,United States,25108044011.0
